back_premise,back_hypothesis,label
수건도 넉넉히 주시고 침구도 깨끗합니다.,수건이 정말 깨끗하네요.,neutral
수건도 넉넉히 주시고 침구도 깨끗합니다.,침구가 더러워요.,contradiction
"수도권 2315가구, 지방 3077가구가 공급된다.",지방에 비해 수도권의 공급을 줄일 계획이다.,neutral
수도권 자산운용사 등 금융기관 이전 활성화를 위해 투자유치 보조금 등 인센티브를 부여하고 국민연금의 빅데이터를 국내 기업에 개방해 스타트업 육성을 추진한다.,수도권 자산운용사 등 금융기관 이전 활성화를 위해 국민연금 빅데이터가 지방 기업에 공개되지 않도록 했다.,contradiction
수도권 자산운용사 등 금융기관 이전 활성화를 위해 투자유치 보조금 등 인센티브를 부여하고 국민연금의 빅데이터를 국내 기업에 개방해 스타트업 육성을 추진한다.,수도권 내 자산운용사 등 금융기관의 이전 활성화를 위해 투자유치 보조금 지원 등의 혜택이 주어진다.,entailment
수도권 자산운용사 등 금융기관 이전 활성화를 위해 투자유치 보조금 등 인센티브를 부여하고 국민연금의 빅데이터를 국내 기업에 개방해 스타트업 육성을 추진한다.,자산운용사 등 금융기관의 지방 이전을 돕기 위해 투자유치 보조금 등 인센티브가 주어진다.,neutral
"여름 휴가철, 추석, 코리아세일페스타 등과 연계해 수산물 할인행사를 순차적으로 진행해 쿠폰으로 사용할 수 있는 수산물 할인행사를 진행한다.",쿠폰 사용이 가능한 수산물을 할인하기 위해 코리아세일페스타와 연계해 수산물이 순차적으로 진행된다.,entailment
"여름 휴가철, 추석, 코리아세일페스타 등과 연계해 수산물 할인행사를 순차적으로 진행해 쿠폰으로 사용할 수 있는 수산물 할인행사를 진행한다.",수산물은 여름 휴가철에만 코리아세일페스타와 연계된다.,contradiction
석석꽃돌박물관에 들어서면 금강산을 닮은 석석부터 생생하게 피어난 꽃돌까지 아름다운 돌들이 가득해 관람객들의 눈을 즐겁게 한다.,그곳에는 꽃돌이 전시되어 있는 박물관이 없습니다.,contradiction
수성 연구 프로젝트에 참여하고 있는 데이비드 페이지는 검은 물질이 혜성과 소행성의 충돌로 수성으로 옮겨졌을 가능성이 있다고 말했다.,데이비드 페이지는 목성 연구 프로젝트에도 참여하고 있다.,neutral
수성 표면이 태양에 가까워 표면 온도가 매우 높은 것으로 알려져 있지만 극지방은 태양의 영향을 받지 않는다.,극지방은 태양의 영향을 많이 받습니다.,contradiction
수성 표면이 태양에 가까워 표면 온도가 매우 높은 것으로 알려져 있지만 극지방은 태양의 영향을 받지 않는다.,극지방이 태양의 영향을 받지 않는 것은 태양과의 거리와는 아무런 관련이 없다.,neutral
얼음이 녹은 수성의 차가운 지점 표면에서 물이 발견됐고 수소 농도가 낮은 검은 물질로 덮여 있었다고 한다.,수성에서는 물을 찾을 수 없다.,contradiction
얼음이 녹은 수성의 차가운 지점 표면에서 물이 발견됐고 수소 농도가 낮은 검은 물질로 덮여 있었다고 한다.,수성의 표면 온도는 지점마다 다르다.,entailment
얼음이 녹은 수성의 차가운 지점 표면에서 물이 발견됐고 수소 농도가 낮은 검은 물질로 덮여 있었다고 한다.,화성의 표면에서도 물이 발견되었다.,neutral
"수소전기차, 배터리, 전기기기 등에서도 세계적인 한국 기업들이 힘을 합친 것도 좋았다.","수소전기차와 배터리, 전기소자 분야에서 세계적 수준의 국내 기업들이 협력한다.",entailment
"수소전기차, 배터리, 전기기기 등에서도 세계적인 한국 기업들이 힘을 합친 것도 좋았다.","수소전기차와 배터리, 전기소자 분야에서 미국 기업이 가장 높은 수준을 자랑한다.",neutral
"수소전기차, 배터리, 전기기기 등에서도 세계적인 한국 기업들이 힘을 합친 것도 좋았다.","수소전기차, 배터리, 전기소자 등에서도 우리 기업이 세계 수준에 이르지 못했다.",contradiction
수소차 보급 활성화를 위한 제도개선도 추진된다.,수소차 보급 활성화를 위한 보조금도 추가된다.,neutral
수소차 보급 활성화를 위한 제도개선도 추진된다.,수소차 보급 활성화를 위한 제도 개선이 추진된다.,entailment
수소차 20만대를 보급하고 충전인프라 450개를 설치한다.,수소차 보급이 충전 인프라 설치의 2배에 달한다.,contradiction
수시 학생부종합전형의 공정성 강화를 위한 학생부 개선도 기대에 미치지 못했다는 평가가 나온다.,학생부의 개선은 공정성을 강화하기 위한 것이었다.,entailment
수시 학생부종합전형의 공정성 강화를 위한 학생부 개선도 기대에 미치지 못했다는 평가가 나온다.,학생부 개선은 기대 이상이라는 평가가 나온다.,contradiction
"수압, 와이파이, 에어컨, 청결도 모두 만족스러웠습니다.",강한 수압 때문에 불편함을 느꼈습니다.,contradiction
수영구 남천동에 사는 김은경씨는 태풍 차바가 지나간 직후인 5일 오후 4시쯤 광안리해수욕장 인근 도로를 걷고 있었다.,김은경은 지난 5일 오후 4시쯤 광안리해수욕장 인근 도로에서 운전을 하고 있었다.,contradiction
수영구 남천동에 사는 김은경씨는 태풍 차바가 지나간 직후인 5일 오후 4시쯤 광안리해수욕장 인근 도로를 걷고 있었다.,김은경 씨는 수영구 남천동에 살고 있습니다.,entailment
수영구 남천동에 사는 김은경씨는 태풍 차바가 지나간 직후인 5일 오후 4시쯤 광안리해수욕장 인근 도로를 걷고 있었다.,태풍 차바가 지나간 직후 광안리해수욕장 인근 일부 도로가 물에 잠겼다.,neutral
수원시는 올해 8월 코레일에 공문을 보내 노선명 변경을 공식 요청한 데 이어 이달 들어 두 번째 공문을 냈다.,수원시가 코레일에 노선명 변경을 요청했다.,entailment
수원시는 올해 8월 코레일에 공문을 보내 노선명 변경을 공식 요청한 데 이어 이달 들어 두 번째 공문을 냈다.,이달 발송 예정인 공문은 수원시가 코레일에 보낸 첫 공문이다.,contradiction
수원시는 올해 8월 코레일에 공문을 보내 노선명 변경을 공식 요청한 데 이어 이달 들어 두 번째 공문을 냈다.,코레일이 노선 변경 문제를 놓고 급하게 간부회의를 소집했다.,neutral
수학을 넘어 고인의 통찰은 동북아 갈등의 원형을 이해하는 것으로 해결할 수 있다는 답을 제시한다.,고인은 세계 최고의 수학자 중 한 명이었다.,neutral
수학을 넘어 고인의 통찰은 동북아 갈등의 원형을 이해하는 것으로 해결할 수 있다는 답을 제시한다.,고인의 통찰력은 수학에 국한되어 있었다.,contradiction
수학을 넘어 고인의 통찰은 동북아 갈등의 원형을 이해하는 것으로 해결할 수 있다는 답을 제시한다.,고인의 통찰력은 수학을 넘어 동북아의 갈등을 해소할 수 있는 해답을 제시했다.,entailment
수험생은 각 상담부스에서 입시전문가나 입학사정관이 상담해 수시모집 지원전략을 수립할 수 있다.,수험생이 각 상담부스에 가더라도 입시 전문가와 상담할 수 없다.,contradiction
수험생은 각 상담부스에서 입시전문가나 입학사정관이 상담해 수시모집 지원전략을 수립할 수 있다.,수험생은 수시모집 지원전략에 대해 입시전문가와 입학사정관의 도움을 받을 수 있다.,entailment
숙소 내부는 깨끗하고 주인은 매우 친절합니다.,숙박 시설이 최근에 지어졌습니다.,neutral
숙소 내부는 사진과 똑같고 테라스가 훌륭해요.,숙소 내부가 사진과 다릅니다.,contradiction
숙소 내부는 사진과 똑같고 테라스가 훌륭해요.,테라스가 있어요.,entailment
숙소 내부는 사진과 똑같고 테라스가 훌륭해요.,테라스도 사진과 다르지 않습니다.,neutral
숙소 안에는 세탁기와 세탁세제가 있습니다.,세탁기와 세탁세제가 있는 숙소입니다.,entailment
숙소 안에는 세탁기와 세탁세제가 있습니다.,숙소 안에는 세탁기가 없습니다.,contradiction
저는 숙소에 들어가기 전에 환영 메일을 받았습니다.,나는 숙소에 들어간 후에야 환영 메일을 받았습니다.,contradiction
저는 숙소에 들어가기 전에 환영 메일을 받았습니다.,환영 메일에도 사진이 첨부되어 있었습니다.,neutral
숙소 바로 맞은편에 편의점이 있어서 편리해요.,숙소 근처에는 편의점이 없습니다.,contradiction
숙소 바로 맞은편에 편의점이 있어서 편리해요.,숙소 바로 맞은편에 마트가 있습니다.,neutral
숙소 바로 맞은편에 편의점이 있어서 편리해요.,편의점이 있어서 불편하지 않아요.,entailment
숙소 앞에 있는 지하철과 마트가 가까워서 편리해요.,숙소 근처에는 마트가 없습니다.,contradiction
숙소 앞에 있는 지하철과 마트가 가까워서 편리해요.,지하철이 숙소랑 가까워서 좋아요.,entailment
"숙소의 위치와 시설, 청결도 매우 좋았습니다.",숙소 주변도 깨끗했어요.,neutral
"숙소의 위치와 시설, 청결도 매우 좋았습니다.",시설은 나쁘지 않았어요.,entailment
숙소의 위치와 청결도가 좋았습니다.,단점도 있다.,neutral
숙소의 위치와 청결도가 좋았습니다.,근처에 편의시설이 많이 있습니다.,neutral
숙소 위치도 역 주변이라 이동이 편하다.,숙소에서 역까지는 걸어서 5분 거리입니다.,neutral
숙소 위치도 역 주변이라 이동이 편하다.,숙소에서 역까지 아주 멉니다.,contradiction
숙소 위치도 좋고 주인도 참 친절해요.,숙소 위치도 좋습니다.,entailment
숙소 위치도 좋고 주인도 참 친절해요.,숙소에서 10분 거리에 지하철역이 있습니다.,neutral
숙소 위치는 좋은데 체크인이 불편해요.,숙소 위치도 좋고 체크인도 편리합니다.,contradiction
숙소 위치는 좋은데 체크인이 불편해요.,"체크인은 불편하지만, 숙소 위치는 좋습니다.",entailment
숙소 위치는 좋은데 체크인이 불편해요.,"체크인했는데, 대기 시간이 너무 길었어요.",neutral
숙소 크기와 외관은 사진과 거의 비슷했다.,숙소는 사진과 거의 비슷해 보여요.,entailment
숙소가 매우 깨끗하고 트렌디합니다.,숙소 주변도 굉장히 깨끗해요.,neutral
숙소가 매우 깨끗하고 트렌디합니다.,숙소가 너무 지저분해요.,contradiction
숙소가 매우 깨끗하고 트렌디합니다.,트렌디한 디자인이에요.,entailment
숙소가 사진에 보이는 것보다 훨씬 넓어요.,사진을 보면 숙소가 실제보다 좁아 보인다.,entailment
숙소가 사진에 보이는 것보다 훨씬 넓어요.,숙소가 사진보다 훨씬 좁네요.,contradiction
숙소가 있는 동네는 깨끗하고 안전합니다.,숙소가 있는 동네는 어떤지 전혀 모르겠어.,contradiction
숙소가 있는 동네는 깨끗하고 안전합니다.,숙소가 있는 동네의 치안은 안전합니다.,entailment
숙소가 있는 동네는 깨끗하고 안전합니다.,숙소는 깨끗하고 안전한 동네에 위치했어요.,entailment
숙소가 있는 동네는 아주 한적한 부촌이다.,숙소가 있는 동네는 저녁이면 아주 한적한 부촌이다.,neutral
숙소가 주택가인데 생각보다 조용하네요.,숙소가 주택가에 있어서 시끄러운데 생각보다 조용하네요.,neutral
